Date,Price,Open,High,Low,Vol,percent
"Dec 27, 2017",58844.01,58800.23,58844.01,58398.94,123.69M,0.07%
"Dec 22, 2017",58800.23,58961.9,58981.96,58476.04,99.47M,0.05%
"Dec 21, 2017",58771.79,58086.6,59028.84,58052.92,737.55M,1.27%
"Dec 20, 2017",58032.09,58190.68,58473.92,58032.09,534.33M,-0.24%
"Dec 19, 2017",58170.44,57647.86,58675.54,57620,659.20M,0.80%
"Dec 18, 2017",57707.42,57225.9,57998.02,57225.9,472.82M,0.51%
"Dec 15, 2017",57412.76,57771.88,57771.93,57236.97,783.81M,-0.75%
"Dec 14, 2017",57845.57,57336.82,57845.57,57257.61,394.69M,0.87%
"Dec 13, 2017",57344.41,57591.78,57695.54,57152.27,1.35B,-0.31%
"Dec 12, 2017",57523.62,57780,57811.23,57315.02,,-0.82%
"Dec 11, 2017",57997.33,58026.45,58209.43,57791.25,330.52M,-0.03%
"Dec 08, 2017",58012.31,58367.62,58441.15,57825.85,502.96M,-0.00%
"Dec 07, 2017",58013.18,58095.69,58098.66,57751.85,1.06B,0.01%
"Dec 06, 2017",58010.18,58512.12,58563.99,57860.88,620.37M,-1.64%
"Dec 05, 2017",58977.23,59135.45,59135.45,58747.12,316.93M,-1.06%
"Dec 04, 2017",59607.34,59869.05,59998.05,59395.83,304.14M,0.27%
"Dec 01, 2017",59449.38,59651.21,59782.21,59337.58,287.73M,-0.54%
"Nov 30, 2017",59772.83,59831.56,60112.84,59772.83,521.43M,-1.07%
"Nov 29, 2017",60418.39,60085.06,60528.43,59954.35,237.23M,0.56%
"Nov 28, 2017",60082.79,59916.76,60340.58,59891.94,374.98M,-0.12%
"Nov 27, 2017",60157.56,60192.79,60497.17,60079.92,244.07M,-0.28%
"Nov 24, 2017",60323.95,60409.89,60554.93,60264.14,191.97M,0.04%
"Nov 23, 2017",60298.16,60714.91,60848.09,60254.85,212.19M,-0.75%
"Nov 22, 2017",60751.18,61135.17,61198.11,60699.49,255.83M,-0.75%
"Nov 21, 2017",61211.52,60957.58,61298.6,60843.22,248.79M,1.18%
"Nov 20, 2017",60500.61,60290.91,60528.93,60230.23,252.85M,0.62%
"Nov 17, 2017",60128.41,59767.71,60183.49,59733.5,274.46M,0.97%
"Nov 16, 2017",59549.22,59342.22,59688.73,59342.22,335.54M,0.62%
"Nov 15, 2017",59185.21,59275.95,59671.39,59185.21,296.33M,-0.56%
"Nov 14, 2017",59518.9,59822.17,59952.88,59501.81,268.52M,-0.51%
"Nov 13, 2017",59821.49,59938.02,60150.04,59762.35,187.24M,0.08%
"Nov 10, 2017",59776.12,59935.15,60142.35,59776.12,242.92M,-0.14%
"Nov 09, 2017",59862.11,60064.61,60270.95,59790.95,,-0.36%
"Nov 08, 2017",60078.03,60101.71,60203.43,59935.36,261.91M,-0.17%
"Nov 07, 2017",60182.6,60423.53,60589.77,60182.6,258.84M,0.35%
"Nov 06, 2017",59975.67,60031.29,60140.33,59846.11,172.75M,0.57%
"Nov 03, 2017",59638.21,59585.65,59760.45,59473.35,199.55M,0.52%
"Nov 02, 2017",59331.2,59400.74,59517.01,59296.79,196.64M,-0.31%
"Nov 01, 2017",59514.11,59387.93,59787.12,59377.81,274.27M,0.91%
"Oct 31, 2017",58980.11,59019.05,59038.37,58801.72,253.55M,0.17%
"Oct 30, 2017",58879.14,58769.63,58974.81,58649.86,280.41M,0.28%
"Oct 27, 2017",58714.04,58578.58,58825.63,58466.98,284.29M,0.24%
"Oct 26, 2017",58576.29,58376.95,58866.95,58349.97,411.44M,0.78%
"Oct 25, 2017",58123.13,57964.91,58302.34,57870.19,244.47M,0.38%
"Oct 24, 2017",57904.72,57989.5,58048.46,57761.85,195.24M,-0.16%
"Oct 23, 2017",57999.6,58029.86,58204.16,57914.74,188.60M,0.09%
"Oct 20, 2017",57948.66,58233.76,58262.02,57948.66,283.63M,0.09%
"Oct 19, 2017",57896.83,58092.71,58092.71,57681.26,304.22M,-0.44%
"Oct 18, 2017",58152.41,57770.1,58197.65,57668.12,244.94M,0.47%
"Oct 17, 2017",57882.67,58177.02,58204.66,57796.71,230.70M,-0.48%
"Oct 16, 2017",58163.56,58163.56,58163.56,58163.56,226.57M,0.50%
"Oct 13, 2017",57876.6,57792.1,57920.52,57569.63,269.83M,0.22%
"Oct 12, 2017",57747.34,57754.85,57845.51,57614.98,264.11M,-0.04%
"Oct 11, 2017",57770.73,57776.56,57827.74,57601.21,279.15M,0.24%
"Oct 10, 2017",57629.93,57544.61,57629.93,57472.36,243.09M,0.17%
"Oct 09, 2017",57530.11,57297.42,57750.97,57297.42,227.72M,0.52%
"Oct 06, 2017",57231.87,57209.79,57353.43,57066.21,363.05M,0.41%
"Oct 05, 2017",56999.79,56808.67,57061.26,56710.79,247.96M,0.44%
"Oct 04, 2017",56750.03,56435.69,56750.03,56435.69,1.31B,0.70%
"Oct 03, 2017",56358.26,55951.42,56455.18,55951.42,321.23M,1.04%
"Oct 02, 2017",55778.27,55838.58,56063.27,55778.27,288.17M,0.36%
"Sep 29, 2017",55579.92,55300.88,55677.52,54993.94,308.66M,1.06%
"Sep 28, 2017",54994.35,55258.23,55258.23,54941.64,286.48M,-0.40%
"Sep 27, 2017",55214.07,55258.93,55333.46,55114.2,276.35M,0.26%
"Sep 26, 2017",55070.38,55423.38,55423.38,54894.11,275.98M,-1.38%
"Sep 22, 2017",55839.73,55749.23,55903.18,55544.75,229.95M,-0.05%
"Sep 21, 2017",55867.34,55867.46,56072.2,55703.42,846.77M,-0.00%
"Sep 20, 2017",55867.46,55880.7,56026.85,55705.71,265.09M,-0.26%
"Sep 19, 2017",56011.16,56103.17,56144.13,55714.71,281.62M,-0.07%
"Sep 18, 2017",56050.1,55992.03,56209.57,55907.14,211.27M,0.73%
"Sep 15, 2017",55645.15,55824.51,55856.11,55526.14,494.36M,-0.37%
"Sep 14, 2017",55850.32,56025.3,56025.3,55658.37,325.14M,-0.54%
"Sep 13, 2017",56152.54,56331.85,56426.27,56152.54,245.98M,-0.38%
"Sep 12, 2017",56366.16,56126.55,56484.73,56126.55,186.30M,0.64%
"Sep 11, 2017",56008.77,55928.96,56107.77,55867.52,323.43M,0.51%
"Sep 08, 2017",55724.67,55849.44,55911.45,55626.66,293.66M,-0.27%
"Sep 07, 2017",55878.19,55328.66,55927.91,55149.41,249.15M,0.72%
"Sep 06, 2017",55480.2,55966.12,55966.12,55426.79,445.61M,-1.18%
"Sep 05, 2017",56144.8,56236.54,56377.6,56144.8,249.74M,-0.30%
"Sep 04, 2017",56312.85,56343.03,56520.8,56159.39,183.64M,-0.35%
"Sep 01, 2017",56513.46,56602.19,56655.09,56433.36,210.88M,-0.02%
"Aug 31, 2017",56522.11,56199.7,56538.3,56196.95,353.73M,0.63%
"Aug 30, 2017",56168,56668.43,56711.27,56144.32,242.73M,-0.43%
"Aug 29, 2017",56409.62,56384.29,56414.9,56066.78,301.97M,-0.26%
"Aug 28, 2017",56555.62,56499.91,56695.91,56436.9,160.06M,-0.18%
"Aug 25, 2017",56655.88,56474.08,56896.89,56474.08,245.99M,0.12%
"Aug 24, 2017",56588.99,56162.97,56713.97,56162.75,395.20M,0.76%
"Aug 23, 2017",56162.3,55918.08,56326.03,55918.08,264.26M,0.23%
"Aug 22, 2017",56033.96,55757.24,56071.9,55717.29,246.76M,1.05%
"Aug 21, 2017",55450.53,55402.34,55640.07,55402.34,180.52M,0.26%
"Aug 18, 2017",55304.23,55239.62,55477.79,55193.09,188.46M,-0.20%
"Aug 17, 2017",55415.27,55535.8,55807.29,55315,205.83M,-0.21%
"Aug 16, 2017",55534.6,55120.13,55631.97,55120.13,245.24M,1.00%
"Aug 15, 2017",54983.32,55471.77,55497.64,54983.32,192.66M,-0.87%
"Aug 14, 2017",55465.65,55435.49,55663.28,55432.86,193.52M,0.56%
"Aug 11, 2017",55155.13,55128.97,55305.45,55022.98,198.25M,-0.98%
"Aug 10, 2017",55700.64,56138.27,56175.95,55563.71,225.48M,-0.50%
"Aug 08, 2017",55980.05,56342.27,56342.27,55899.46,291.73M,-0.33%
"Aug 07, 2017",56163.6,56377.28,56396.24,56072.86,228.01M,0.39%
"Aug 04, 2017",55944.83,55874.78,56032.91,55769.69,240.00M,0.47%
"Aug 03, 2017",55685.01,55432.52,55687.82,55317.6,292.62M,0.88%
"Aug 02, 2017",55200.49,55347.18,55554.23,55151.46,273.96M,-0.34%
"Aug 01, 2017",55390.07,55328.98,55392.19,55082.91,269.28M,0.33%
"Jul 31, 2017",55207.41,55281.46,55366.74,55081.78,309.86M,0.59%
"Jul 28, 2017",54883.21,54520.6,54933.88,54520.6,227.46M,-0.01%
"Jul 27, 2017",54888.89,55074.13,55222.81,54794.03,267.97M,0.10%
"Jul 26, 2017",54836.19,54475.73,54914.02,54424.46,208.53M,0.62%
"Jul 25, 2017",54499.11,54428.74,54802.03,54396.96,187.34M,0.24%
"Jul 24, 2017",54368.62,54293.29,54579.55,54288.66,-,0.38%
"Jul 21, 2017",54162.71,54275.24,54679.87,54112.14,190.00M,-0.23%
"Jul 20, 2017",54287.32,54087.95,54499.2,54087.95,211.31M,0.36%
"Jul 19, 2017",54091.11,53751.76,54123.02,53691.86,253.14M,1.56%
"Jul 18, 2017",53261.64,53610.76,53666.24,53237.27,171.96M,-1.05%
"Jul 17, 2017",53827.41,53695.46,53827.41,53521.64,204.94M,0.43%
"Jul 14, 2017",53597.96,53236.31,53597.96,53191.08,189.79M,0.56%
"Jul 13, 2017",53300.96,52944.35,53300.96,52944.35,223.41M,0.75%
"Jul 12, 2017",52905.98,52579.11,52976.43,52519.98,-,1.01%
"Jul 11, 2017",52376.38,52653.37,52748.15,52308.47,262.40M,0.36%
"Jul 10, 2017",52187.92,52034.07,52187.92,51782.91,158.32M,0.55%
"Jul 07, 2017",51900.26,52283.75,52283.75,51725.48,206.16M,-0.74%
"Jul 06, 2017",52285.08,52533.4,52719.61,52189.15,244.62M,-0.38%
"Jul 05, 2017",52483.9,51936.27,52508.77,51936.27,223.19M,0.84%
"Jul 04, 2017",52049.25,51809.74,52174.99,51734.57,140.27M,-0.22%
"Jul 03, 2017",52163.8,51667.3,52163.8,51491.8,234.16M,1.07%
"Jun 30, 2017",51611.01,51304.89,51721.49,51146.01,265.81M,0.50%
"Jun 29, 2017",51355.97,51760.74,51963.66,51066.13,241.08M,-0.47%
"Jun 28, 2017",51596.84,51329.95,51628.48,51296.22,195.07M,0.32%
"Jun 27, 2017",51432.24,51444.64,51628.46,51267.01,197.68M,0.28%
"Jun 26, 2017",51288.71,51697.1,51697.1,51288.71,219.16M,-0.42%
"Jun 23, 2017",51503.52,51000.64,51572.75,50982.68,211.50M,0.84%
"Jun 22, 2017",51072.86,51296.19,51296.19,50795,225.40M,-0.64%
"Jun 21, 2017",51402.69,51040.49,51402.69,50803.87,251.99M,0.47%
"Jun 20, 2017",51160.57,51626.32,51642.61,51150.76,269.59M,-0.88%
"Jun 19, 2017",51615.9,51162.36,51615.9,51031.55,288.16M,1.54%
"Jun 15, 2017",50831.89,51343.64,51343.64,50749.68,815.27M,-1.28%
"Jun 14, 2017",51489.16,51826.15,51971.17,51489.16,362.62M,-0.26%
"Jun 13, 2017",51625.07,51783.56,51959.57,51594.09,261.01M,0.12%
"Jun 12, 2017",51564,51867.78,51911.19,51523.88,252.34M,-1.25%
"Jun 09, 2017",52216.93,52075.87,52302.93,51947.96,259.24M,0.50%
"Jun 08, 2017",51958.52,52221.53,52221.53,51787.89,253.20M,-0.31%
"Jun 07, 2017",52117.82,52172.7,52450.05,52117.82,305.61M,-0.26%
"Jun 06, 2017",52251.87,52810.37,52865.75,52251.87,302.54M,-1.17%
"Jun 05, 2017",52870.12,52686.5,53052.25,52585.84,379.91M,-0.04%
"Jun 02, 2017",52889.7,53012.76,53169.75,52639.42,315.96M,0.09%
"Jun 01, 2017",52840.68,53486.24,53549.79,52837.9,616.32M,-1.35%
"May 31, 2017",53562.57,53806.29,53950.96,53394.35,413.54M,-1.10%
"May 30, 2017",54158.04,53904.42,54190.95,53828.24,170.25M,0.40%
"May 29, 2017",53944.22,53906.33,53988.69,53806.47,102.25M,-0.10%
"May 26, 2017",53996.14,53945.77,54081.55,53751.4,190.06M,-0.06%
"May 25, 2017",54028.39,54369.5,54432.6,54017.03,254.56M,-0.52%
"May 24, 2017",54308.67,54209.34,54519.91,54080.18,223.18M,-0.44%
"May 23, 2017",54548.91,54462.52,54716.53,54437.72,220.90M,0.06%
"May 22, 2017",54517.06,54662.72,54666.17,54347.53,188.68M,0.16%
"May 19, 2017",54427.3,54298.5,54486.91,54156.08,231.89M,0.42%
"May 18, 2017",54197.12,54033.2,54329.14,53955.69,341.81M,0.36%
"May 17, 2017",54001.94,54006.26,54296.05,53817.64,275.15M,-0.04%
"May 16, 2017",54023.12,53927.48,54200.41,53791.78,203.09M,-0.05%
"May 15, 2017",54052.18,54123.45,54254.37,53767.13,156.68M,-0.02%
"May 12, 2017",54063.34,54056.44,54090.34,53896.61,163.44M,-0.09%
"May 11, 2017",54114,54404.01,54444.63,53913.32,207.40M,-0.26%
"May 10, 2017",54254.35,54350.1,54391.04,54117.04,234.41M,0.15%
"May 09, 2017",54172.76,53985.74,54286.88,53967.63,199.19M,0.89%
"May 08, 2017",53696.37,53561.61,53728.63,53442.03,172.15M,0.22%
"May 05, 2017",53579.01,53420.35,53760.28,53293.46,242.51M,0.32%
"May 04, 2017",53406.31,53568.46,53673.58,53286.61,297.37M,-0.34%
"May 03, 2017",53586.63,53960.53,54157.53,53481.45,253.40M,-0.61%
"May 02, 2017",53915.64,53871.34,54103.39,53826.98,242.13M,0.18%
"Apr 28, 2017",53817.31,53587.11,53985.99,53587.11,224.97M,0.25%
"Apr 26, 2017",53680.69,53299.86,53680.69,53232.07,218.03M,0.79%
"Apr 25, 2017",53257.44,52851.74,53302.78,52851.74,219.10M,0.63%
"Apr 24, 2017",52921.41,52254.84,52921.41,52254.84,236.61M,1.39%
"Apr 21, 2017",52194.59,52615.03,52644.8,52162.69,187.11M,-0.58%
"Apr 20, 2017",52496.62,52537.15,52560.48,52196.34,224.50M,-0.09%
"Apr 19, 2017",52545.12,52876.23,52944.61,52539.22,243.92M,-0.24%
"Apr 18, 2017",52672.75,53280.96,53298.09,52635.68,248.77M,-1.57%
"Apr 13, 2017",53510.22,53425.62,53544.71,53331.2,240.77M,-0.08%
"Apr 12, 2017",53551.31,53699.66,54002.95,53432.45,282.81M,0.03%
"Apr 11, 2017",53535.16,53143.23,53631.78,53125.57,289.35M,0.74%
"Apr 10, 2017",53139.96,53134.66,53227.76,53024.05,276.70M,0.54%
"Apr 07, 2017",52853.36,52583.99,52853.36,52416.97,232.25M,-0.12%
"Apr 06, 2017",52918.42,52806.86,52918.42,52530.01,312.88M,-0.14%
"Apr 05, 2017",52990.08,52754.32,53062.48,52717.79,341.63M,0.63%
"Apr 04, 2017",52660.74,52662.66,53050.21,52614.51,316.44M,0.39%
"Apr 03, 2017",52457.76,52267.64,52565.7,52215.17,323.40M,0.77%
"Mar 31, 2017",52056.06,52625.83,52625.83,52000.89,531.75M,-0.39%
"Mar 30, 2017",52261.18,52388.5,52480.8,52038.42,206.48M,-0.35%
"Mar 29, 2017",52444.78,52535.31,52551.7,52062.53,281.48M,0.26%
"Mar 28, 2017",52309.23,52244.91,52309.23,52013.56,284.97M,1.13%
"Mar 27, 2017",51724.92,51311.14,51752.75,51278.28,221.01M,-0.18%
"Mar 24, 2017",51816.31,52007.55,52117.42,51759.69,210.43M,-0.41%
"Mar 23, 2017",52027.98,52022.26,52195.33,51865.82,190.12M,-0.13%
"Mar 22, 2017",52096.71,52038.47,52222,51776.16,243.59M,-1.25%
"Mar 20, 2017",52753.56,52686.62,52866.34,52487.05,144.30M,0.39%
"Mar 17, 2017",52550.99,52682.99,52682.99,52442.04,455.70M,-0.38%
"Mar 16, 2017",52748.97,52082.62,52762.26,52082.62,673.84M,2.03%
"Mar 15, 2017",51701.6,51814.83,51863.87,51576.51,263.13M,0.00%
"Mar 14, 2017",51699.46,51778.34,52057.66,51601.34,240.62M,-0.30%
"Mar 13, 2017",51855.38,51471.95,51855.38,51344.1,180.74M,1.14%
"Mar 10, 2017",51269.54,51197.65,51384.17,50992.93,199.60M,0.70%
"Mar 09, 2017",50910.71,50973.34,51111.08,50737.28,269.35M,-0.76%
"Mar 08, 2017",51299.99,51309.24,51474.33,51162.52,253.76M,-0.15%
"Mar 07, 2017",51377.78,51428.09,51615.85,51318.97,233.34M,-0.23%
"Mar 06, 2017",51498.14,51805.75,51805.75,51426.59,192.49M,-0.41%
"Mar 03, 2017",51708.61,51721.98,51832.31,51326.32,232.81M,-0.36%
"Mar 02, 2017",51893.19,51802.36,52009.14,51708.45,263.64M,0.41%
"Mar 01, 2017",51682.19,51273.18,51690.13,51015.41,253.22M,1.05%
"Feb 28, 2017",51146.05,51439.38,51563.16,51146.05,306.24M,-0.68%
"Feb 27, 2017",51497.16,51607.08,51806.13,51354.54,186.22M,-0.22%
"Feb 24, 2017",51609.86,51830.59,52027.13,51531.56,224.37M,-1.10%
"Feb 23, 2017",52183.1,51900.39,52354.36,51640.16,281.20M,0.18%
"Feb 22, 2017",52088.56,52651.22,52744.94,51939.2,278.93M,-0.95%
"Feb 21, 2017",52586.61,52661.88,52700.01,52286.24,251.04M,0.05%
"Feb 20, 2017",52558.61,52317.09,52691.66,52317.09,182.56M,0.64%
"Feb 17, 2017",52223.54,52439.77,52481.65,52212.69,208.91M,-0.69%
"Feb 16, 2017",52586.37,52571.79,52642.1,52264.66,-,0.19%
"Feb 15, 2017",52485.16,52686.88,52686.88,52323.55,249.20M,0.04%
"Feb 14, 2017",52465.64,52821.03,52886.01,52332.66,244.69M,-0.93%
"Feb 13, 2017",52956.71,52811.34,53119.41,52792.09,203.61M,0.51%
"Feb 10, 2017",52687.29,52261.25,52687.29,52214.24,309.55M,1.51%
"Feb 09, 2017",51904.34,51919.6,52225.81,51820.36,227.23M,0.19%
"Feb 08, 2017",51803.48,52149.99,52182.85,51706.02,239.86M,-0.73%
"Feb 07, 2017",52181.91,52181.34,52181.91,51876.6,199.88M,0.06%
"Feb 06, 2017",52151.16,52346.06,52516.75,52113.79,176.88M,-0.22%
"Feb 03, 2017",52265.16,52520.59,52528.49,52186.96,210.58M,-0.86%
"Feb 02, 2017",52719.58,52973.53,53011.1,52646.27,272.68M,-0.72%
"Feb 01, 2017",53104.12,53115.48,53287.26,52960.97,251.86M,0.60%
"Jan 31, 2017",52788.12,52482.51,52960.49,52373.03,216.67M,0.24%
"Jan 30, 2017",52660.94,52997.77,53017.91,52570.58,204.79M,-0.59%
"Jan 27, 2017",52973.83,53444.17,53480.69,52843.29,230.57M,-0.81%
"Jan 26, 2017",53405.74,53433.74,53569.74,53160.04,255.89M,0.29%
"Jan 25, 2017",53250.79,53588.3,53738.29,53243.72,231.17M,-0.17%
"Jan 24, 2017",53342.04,53186.65,53342.04,53046.76,257.43M,0.57%
"Jan 23, 2017",53040.48,52550.44,53040.48,52470.54,188.16M,0.97%
"Jan 20, 2017",52532.26,52802.36,52802.36,52399.33,179.53M,-0.70%
"Jan 19, 2017",52900.77,52905.12,53072.65,52778.35,205.98M,-0.06%
"Jan 18, 2017",52933.28,52969.74,53149.05,52762.03,238.76M,0.22%
"Jan 17, 2017",52817.73,52890.44,53144.64,52732.56,303.64M,-0.64%
"Jan 16, 2017",53158.54,52636.34,53188.77,52570.37,219.76M,0.69%
"Jan 13, 2017",52794.81,52482.89,52838.19,52430.3,205.43M,0.67%
"Jan 12, 2017",52444.36,52408.55,52837.16,52322.88,240.33M,0.01%
"Jan 11, 2017",52437.91,51744.5,52443.97,51662.46,260.38M,1.35%
"Jan 10, 2017",51740.17,51270.18,51787.55,51075.11,179.38M,1.35%
"Jan 09, 2017",51049.71,51299.62,51571.45,50990.91,136.16M,-0.32%
"Jan 06, 2017",51216,50598.24,51280.84,50419.46,141.74M,1.47%
"Jan 05, 2017",50474.95,50874.55,51038.87,50338.3,161.90M,-0.56%
"Jan 04, 2017",50760.24,50930.32,51021.92,50367.97,175.30M,-0.51%
"Jan 03, 2017",51020.66,50851.51,51119.06,50851.51,152.08M,0.72%
"Dec 30, 2016",50653.54,50764.35,50812.52,50456.59,83.81M,-0.06%
"Dec 29, 2016",50682.08,50429.23,50754.06,50322.6,111.51M,0.71%
"Dec 28, 2016",50322.72,49786.78,50465.63,49786.78,114.69M,1.87%
"Dec 23, 2016",49400.56,49814.25,49814.25,49340.38,54.55M,-0.87%
"Dec 22, 2016",49833.77,50203.07,50203.07,49761.97,127.42M,-0.66%
"Dec 21, 2016",50163.92,50359.22,50359.22,50136.15,-,-0.36%
"Dec 20, 2016",50343.24,49877.39,50410.75,49877.39,-,0.93%
"Dec 19, 2016",49880.99,50093.6,50266.1,49880.99,208.21M,0.38%
"Dec 15, 2016",49691.31,50389.04,50530.27,49691.31,-,-2.02%
"Dec 14, 2016",50716.25,50987.29,51072.4,50583.88,255.79M,-0.24%
"Dec 13, 2016",50839.25,50414.17,50849.82,50385.01,270.60M,0.62%
"Dec 12, 2016",50527.86,50837.17,51211.03,50432.01,229.83M,-0.73%
"Dec 09, 2016",50899.92,50312.82,50900.39,50269.6,234.23M,0.71%
"Dec 08, 2016",50543.44,49896.75,50543.44,49830.82,274.40M,2.16%
"Dec 07, 2016",49476.06,49180.09,49548.19,49126.36,234.79M,1.10%
"Dec 06, 2016",48935.9,49769.15,49842.86,48935.9,215.16M,-1.56%
"Dec 05, 2016",49713.56,49260.95,49876.45,49000.55,253.51M,0.93%
"Dec 02, 2016",49256.1,49621.91,49666.83,49054.41,287.60M,-1.34%
"Dec 01, 2016",49927,50329.4,50471.51,49650.28,415.50M,-0.56%
"Nov 30, 2016",50209.43,50242.15,50532.42,50052.11,342.46M,0.10%
"Nov 29, 2016",50157.28,50262.58,50642.07,50154.93,264.28M,-0.07%
"Nov 28, 2016",50193.64,50776.58,50982.26,50193.64,210.61M,-0.99%
"Nov 25, 2016",50696.1,50695.54,50696.1,50297.42,160.26M,0.27%
"Nov 24, 2016",50561.43,50835.66,50865.81,50417.34,197.05M,-0.11%
"Nov 23, 2016",50616.43,51187.86,51374.22,50517.73,246.06M,-0.98%
"Nov 22, 2016",51117.74,51033.89,51242.64,51033.89,274.15M,1.03%
"Nov 21, 2016",50596.52,50510.3,50886.43,50412.74,200.32M,-0.06%
"Nov 18, 2016",50626.06,50580.05,50888.96,50533.3,196.08M,0.02%
"Nov 17, 2016",50617.57,49937.07,50617.57,49903.53,243.45M,1.23%
"Nov 16, 2016",50004.82,49869.19,50220.45,49816.19,262.43M,1.16%
"Nov 15, 2016",49430.21,49782.05,49943.06,49402.14,245.23M,-0.61%
"Nov 14, 2016",49731.89,50067.75,50900.18,49731.89,285.69M,-1.12%
"Nov 11, 2016",50294.72,50948.31,51038.98,50294.72,349.56M,-2.33%
"Nov 10, 2016",51493,51354.27,51858.93,51354.27,318.97M,1.01%
"Nov 09, 2016",50977.85,49557.41,51017.77,49451.19,228.82M,0.55%
"Nov 08, 2016",50700.7,50369.94,50923.61,50369.94,244.09M,0.79%
"Nov 07, 2016",50303.77,50146.76,50339.42,49970.67,186.44M,1.24%
"Nov 04, 2016",49686.1,49996.23,49996.23,49610.9,254.65M,-1.10%
"Nov 03, 2016",50239.27,50300.11,50314.42,50003.69,311.59M,-0.29%
"Nov 02, 2016",50384.87,50566.51,50641.68,50211.69,256.48M,-1.21%
"Nov 01, 2016",51002.69,50704.69,51037.84,50704.69,222.96M,0.82%
"Oct 31, 2016",50590.08,50806.62,50845.47,50532.6,271.44M,-0.41%
"Oct 28, 2016",50797.7,51008.38,51008.38,50586.58,207.67M,-0.67%
"Oct 27, 2016",51139.66,51443.21,51443.21,51065.17,205.46M,-0.80%
"Oct 26, 2016",51552.32,51421.56,51552.32,51245.12,169.19M,-0.38%
"Oct 25, 2016",51749.86,51891.01,51955.41,51577.62,202.88M,0.13%
"Oct 24, 2016",51683.39,51840.7,52095.05,51637.62,200.71M,0.10%
"Oct 21, 2016",51629.23,51644.31,51881.62,51605.16,226.26M,0.41%
"Oct 20, 2016",51420.66,51749.5,51755.5,51335.1,162.00M,-0.16%
"Oct 19, 2016",51504.87,51109.28,51540.5,51109.28,220.41M,0.74%
"Oct 18, 2016",51126.79,51012.65,51363.09,51012.65,237.80M,0.70%
"Oct 17, 2016",50769.01,51056.71,51217.99,50732.34,177.89M,-0.74%
"Oct 14, 2016",51146.78,50911.53,51326.32,50750.78,251.08M,1.29%
"Oct 13, 2016",50494.51,51185.36,51186.64,50460.75,339.37M,-2.04%
"Oct 12, 2016",51548.13,51800.49,52084.86,51445.89,259.02M,-0.68%
"Oct 11, 2016",51898.82,51676.44,52160.26,51676.44,399.30M,0.43%
"Oct 10, 2016",51675.51,51560.18,51812.79,51432.17,214.75M,0.03%
"Oct 07, 2016",51662.07,51677.23,51951.65,51359.15,239.27M,0.10%
"Oct 06, 2016",51610.78,51928.4,52142.6,51610.78,271.24M,-0.50%
"Oct 05, 2016",51868.53,51776.17,51938.66,51647.56,217.32M,-0.33%
"Oct 04, 2016",52040.85,51723.4,52224.23,51677.91,248.35M,0.74%
"Oct 03, 2016",51658.99,52037.93,52127.45,51658.99,193.10M,-0.56%
"Sep 30, 2016",51949.83,52088.75,52379.5,51949.83,327.51M,-1.42%
"Sep 29, 2016",52698.58,52380.56,52808.91,52380.56,455.68M,1.79%
"Sep 28, 2016",51773.5,50982.1,51920.47,50982.1,248.06M,1.72%
"Sep 27, 2016",50899.66,51554.33,51594.1,50899.66,-,-1.13%
"Sep 26, 2016",51479.8,51677.3,51677.3,51108.97,256.93M,-1.00%
"Sep 23, 2016",51999.45,51722.01,52036.14,51609.97,256.93M,0.20%
"Sep 22, 2016",51895.18,51132.91,51895.18,50968.04,282.85M,2.24%
"Sep 21, 2016",50757.82,51365.17,51365.17,50757.82,246.58M,-1.13%
"Sep 20, 2016",51335.75,51792.37,51806.45,51324.66,258.57M,-1.23%
"Sep 19, 2016",51975.89,51851.56,52083.6,51776.05,219.44M,0.28%
"Sep 16, 2016",51832.55,52307.67,52317.81,51832.55,452.82M,-0.65%
"Sep 15, 2016",52174.26,52607.75,52651.47,52026.47,555.71M,-0.62%
"Sep 14, 2016",52501.97,52462.48,52695.89,52330.76,223.64M,-0.58%
"Sep 13, 2016",52805.96,52975.71,53053,52679.35,251.46M,0.01%
"Sep 12, 2016",52802,52430.65,52830.66,52241.55,241.77M,-1.02%
"Sep 09, 2016",53347.3,53528.03,53581.63,53281.19,277.10M,0.18%
"Sep 08, 2016",53250.25,53373.04,53394.17,53052.75,341.68M,-0.39%
"Sep 07, 2016",53456.43,53504.63,53593.29,53311.9,239.53M,-0.42%
"Sep 06, 2016",53680.43,53731.12,53731.12,53464.5,269.38M,0.11%
"Sep 05, 2016",53622,53787.24,53986.89,53463.49,217.65M,0.23%
"Sep 02, 2016",53500.07,52772.79,53500.07,52772.79,240.00M,1.65%
"Sep 01, 2016",52631.33,52882.05,52913.01,52570.32,366.43M,-0.19%
"Aug 31, 2016",52733.12,53123.52,53275.28,52682.65,-,-1.34%
"Aug 30, 2016",53448.69,53726.87,53838.01,53435.4,227.76M,-0.22%
"Aug 29, 2016",53563.93,53403.98,53619.72,53238.89,169.14M,0.11%
"Aug 26, 2016",53506.62,53507.74,53610.61,53200.59,224.09M,0.04%
"Aug 25, 2016",53482.88,53485.8,53617.65,53194.47,260.02M,-0.15%
"Aug 24, 2016",53562.8,53368.5,53688.85,53228.57,372.05M,1.14%
"Aug 23, 2016",52957.8,52857.75,53024.78,52688.51,211.36M,0.24%
"Aug 22, 2016",52828.93,52854.58,52993.62,52667.48,157.46M,0.11%
