Date,Price,Open,High,Low,Vol,percent
"Aug 19, 2016",52771.95,53091.86,53330.35,52706.56,210.80M,-0.41%
"Aug 18, 2016",52989.66,52393.66,53010.7,52393.66,192.15M,1.30%
"Aug 17, 2016",52309.7,52742.1,52742.1,52088.7,249.33M,-0.17%
"Aug 16, 2016",52396.4,52427.16,52908.5,52287.47,272.10M,-0.00%
"Aug 15, 2016",52397.97,52967.74,52979.67,52397.97,201.61M,-0.77%
"Aug 12, 2016",52806.5,52660.05,53071.88,52660.05,230.10M,0.93%
"Aug 11, 2016",52321.78,52209.66,52324.15,51875.17,224.69M,0.20%
"Aug 10, 2016",52218.61,52193.86,52503.06,52140.1,334.90M,-0.51%
"Aug 08, 2016",52486.65,52414.84,52602.01,52299.38,152.29M,0.26%
"Aug 05, 2016",52348.36,52638.93,52776.59,52310.28,221.17M,-0.37%
"Aug 04, 2016",52543.37,52558.72,52842.42,52404.49,256.34M,0.02%
"Aug 02, 2016",52532.76,52890.66,52911.98,52460.59,-,-1.12%
"Aug 01, 2016",53126.8,53296.85,53371.99,53035.25,-,0.62%
"Jul 29, 2016",52797.58,53343.95,53343.95,52795.82,-,-0.91%
"Jul 28, 2016",53282.16,53624.61,53939.33,53256,-,-0.90%
"Jul 27, 2016",53764.26,53802.63,53884.74,53483.68,-,0.24%
"Jul 26, 2016",53638.04,53491.17,53745.29,53271.56,-,0.65%
"Jul 25, 2016",53292.52,53073.89,53666.97,53073.89,-,0.54%
"Jul 22, 2016",53005.22,52661.17,53006.4,52610.41,-,0.06%
"Jul 21, 2016",52974.03,53018.23,53070.82,52752.23,-,0.26%
"Jul 20, 2016",52837.86,52761.24,52939.71,52467.2,240.48M,-0.10%
"Jul 19, 2016",52892.92,52733.39,52902.94,52444.82,226.27M,-0.29%
"Jul 18, 2016",53046.31,52900.07,53046.31,52701.55,151.12M,-0.08%
"Jul 15, 2016",53088.46,52710.36,53147.86,52604.31,197.04M,0.48%
"Jul 14, 2016",52837.03,52835.97,53001.11,52564.48,246.50M,0.04%
"Jul 13, 2016",52814.88,52712.03,52914.4,52620.27,219.49M,0.51%
"Jul 12, 2016",52547.52,52069.89,52623.21,52069.89,272.78M,0.72%
"Jul 11, 2016",52170.37,51834.07,52170.37,51582.92,186.45M,1.74%
"Jul 08, 2016",51276.4,50935.68,51397.1,50806.51,165.89M,0.35%
"Jul 07, 2016",51097.48,51206.56,51526.21,51097.48,211.24M,0.56%
"Jul 06, 2016",50811.66,51401.57,51557.63,50786.74,300.62M,-1.66%
"Jul 05, 2016",51670.16,52324.39,52360.14,51670.16,244.39M,-1.49%
"Jul 04, 2016",52454.24,52721.73,52817.69,52355.11,181.78M,0.18%
"Jul 01, 2016",52357.5,52674.68,52708.65,51820.55,238.47M,0.27%
"Jun 30, 2016",52217.72,52047.49,52684.99,51969.81,277.66M,0.63%
"Jun 29, 2016",51890.42,51345.72,52018.96,51243.87,257.79M,1.47%
"Jun 28, 2016",51141.14,50589.81,51490.79,50589.81,296.88M,2.11%
"Jun 27, 2016",50086.68,51523.26,51523.26,50017.98,327.40M,-3.08%
"Jun 24, 2016",51679.66,51709.73,51960.83,50747.56,360.72M,-3.56%
"Jun 23, 2016",53585.53,53473.88,53927.3,53201.31,216.85M,0.05%
"Jun 22, 2016",53557.2,53130.65,53690.95,53121,231.36M,1.14%
"Jun 21, 2016",52955.18,52799.83,53002.75,52588.93,218.23M,-0.15%
"Jun 20, 2016",53032.14,52794.98,53036.97,52648.94,232.03M,1.71%
"Jun 17, 2016",52140.61,51754.83,52150.05,51667.25,298.24M,0.22%
"Jun 15, 2016",52026.71,51798.52,52026.71,51530.99,491.99M,1.23%
"Jun 14, 2016",51394.31,52221.09,52221.09,51394.31,278.90M,-2.13%
"Jun 13, 2016",52511.52,52689.75,52873.46,52510.34,254.44M,-1.25%
"Jun 10, 2016",53175.15,53390.19,53390.19,53004.39,276.61M,-0.33%
"Jun 09, 2016",53353.87,53909.42,53942.55,53297.08,220.57M,-1.12%
"Jun 08, 2016",53960.18,54140.96,54295.51,53854.91,220.09M,-0.64%
"Jun 07, 2016",54305.73,54209.11,54422.24,53963.48,226.34M,0.58%
"Jun 06, 2016",53990.76,53955.02,54177.73,53654.31,232.68M,-0.50%
"Jun 03, 2016",54259.36,53857.24,54259.36,53810.05,255.04M,1.01%
"Jun 02, 2016",53716.91,53613.48,54023.81,53563.48,215.02M,0.37%
"Jun 01, 2016",53518.36,53556,53815.7,53478.98,268.61M,-0.72%
"May 31, 2016",53905.21,54666.61,54704.22,53905.21,546.82M,-1.04%
"May 30, 2016",54474.09,54049.66,54501.32,54030.3,120.06M,0.68%
"May 27, 2016",54105.37,54213.8,54266.17,53919.41,193.36M,0.34%
"May 26, 2016",53921,53782.46,54393.13,53782.46,247.11M,0.37%
"May 25, 2016",53721.88,53283.29,53828.62,53278.82,254.99M,1.27%
"May 24, 2016",53050.76,52563.84,53169.72,52431.86,261.36M,0.80%
"May 23, 2016",52628.62,52580.89,52628.62,52219.55,-,-0.02%
"May 20, 2016",52638.25,52470.92,53057.01,52470.92,261.97M,0.51%
"May 19, 2016",52370.1,52322.09,52617.86,52094.91,191.05M,-0.81%
"May 18, 2016",52797.23,52350.69,52899.14,52267.87,259.02M,0.51%
"May 17, 2016",52528.84,52775.84,53001.81,52223.85,244.78M,0.22%
"May 16, 2016",52412.68,52005.37,52496.14,51933.02,200.32M,1.57%
"May 13, 2016",51602.55,51331.77,51602.55,50923.42,230.77M,0.28%
"May 12, 2016",51458.48,51893.29,51944.62,51458.48,199.96M,-1.29%
"May 11, 2016",52130.34,52139.46,52425.91,51962.12,182.37M,0.49%
"May 10, 2016",51875.26,51641.61,51891.22,51522.46,214.46M,1.03%
"May 09, 2016",51348.72,51465.16,52048.84,51348.72,225.29M,-0.13%
"May 06, 2016",51417.38,51825.71,51825.71,51306.96,256.35M,-0.99%
"May 05, 2016",51933.8,51672.58,52258.53,51417.89,396.35M,0.12%
"May 04, 2016",51873.5,51708.98,52098.08,51478.23,275.17M,-0.07%
"May 03, 2016",51912.11,53203.53,53203.53,51892.13,266.81M,-1.97%
"Apr 29, 2016",52957.32,53094.83,53133.79,52795.41,241.32M,-0.50%
"Apr 28, 2016",53223.98,53348.5,53591.31,53159.56,241.18M,0.30%
"Apr 26, 2016",53062.95,52883.25,53168.24,52768.89,192.86M,0.15%
"Apr 25, 2016",52985.31,52955.53,53031.91,52401.06,153.51M,0.11%
"Apr 22, 2016",52925.75,53275.6,53275.6,52820.66,202.04M,-0.75%
"Apr 21, 2016",53323.58,53780.1,54039.17,53191.38,249.96M,-0.87%
"Apr 20, 2016",53789.75,53173.78,53789.75,52975.56,260.72M,0.77%
"Apr 19, 2016",53380.94,53365.53,53434.02,53107.7,212.07M,0.40%
"Apr 18, 2016",53166.59,52687.85,53166.59,52516,187.84M,0.24%
"Apr 15, 2016",53038.91,52906.7,53042.16,52537.23,169.04M,0.36%
"Apr 14, 2016",52848,52908.74,53064.99,52667.74,238.63M,-0.17%
"Apr 13, 2016",52938.24,52578.3,53528.02,52578.3,306.00M,1.69%
"Apr 12, 2016",52059.76,51472.47,52059.76,51341.23,288.25M,1.23%
"Apr 11, 2016",51428.08,51412.73,51639.25,51091.44,198.43M,0.01%
"Apr 08, 2016",51424.48,51230.48,51551.57,51031,223.81M,0.54%
"Apr 07, 2016",51146.82,51540.29,51540.29,51029.36,268.78M,-0.07%
"Apr 06, 2016",51184.32,51562.97,51566.67,51098.74,263.03M,-0.08%
"Apr 05, 2016",51226.09,51576.04,51576.04,50996.33,199.19M,-1.29%
"Apr 04, 2016",51895.14,51471.05,51963.76,51334.32,181.87M,0.60%
"Apr 01, 2016",51584.13,51772.56,51817.32,51290.5,229.13M,-1.27%
"Mar 31, 2016",52250.28,52295.36,52436.39,51800.57,286.61M,-0.47%
"Mar 30, 2016",52495.46,52057.21,52659.64,52039.33,259.84M,1.37%
"Mar 29, 2016",51787.2,52382.36,52562.82,51724.61,209.38M,-1.03%
"Mar 24, 2016",52323.78,52451.32,52451.32,51718.43,214.00M,-0.47%
"Mar 23, 2016",52569.55,53108.92,53165.39,52446.86,239.24M,-1.54%
"Mar 22, 2016",53392.86,53618.46,53618.46,52953.63,257.08M,-0.80%
"Mar 18, 2016",53824.28,53082.97,53826.58,53082.97,405.42M,1.19%
"Mar 17, 2016",53190.56,52920.55,53606.92,52795.98,574.61M,0.96%
"Mar 16, 2016",52685.7,52238.59,52708.17,52210.21,213.58M,0.83%
"Mar 15, 2016",52253.79,52107.31,52253.79,51780.49,-,-0.42%
"Mar 14, 2016",52471.72,51999.99,52498,51951.74,249.34M,1.41%
"Mar 11, 2016",51739.83,51865.94,51909.05,51304.57,266.34M,0.40%
"Mar 10, 2016",51533.78,51646.77,51684.25,51251.35,282.69M,0.10%
"Mar 09, 2016",51484.46,52070.38,52319.09,51445.94,272.12M,-1.46%
"Mar 08, 2016",52247.84,52523.42,52776.2,52220.26,297.01M,-0.81%
"Mar 07, 2016",52673.79,52239.42,52679.07,51927.71,287.39M,0.91%
"Mar 04, 2016",52200.71,51798.79,52225.23,51751.65,261.05M,0.80%
"Mar 03, 2016",51787.01,51055.06,51839.89,51027.7,315.28M,1.61%
"Mar 02, 2016",50966.93,50737.75,50966.93,50558.64,387.21M,1.30%
"Mar 01, 2016",50315.09,49463.87,50408.58,49462.03,274.27M,1.82%
"Feb 29, 2016",49415.31,49185.36,49648.86,48947.44,-,-0.03%
"Feb 26, 2016",49429.4,48805.1,49463.65,48805.1,223.63M,2.18%
"Feb 25, 2016",48373.17,48250.09,48575.26,48073.11,252.07M,0.79%
"Feb 24, 2016",47995.82,48051.4,48112.87,47388.15,354.83M,-0.88%
"Feb 23, 2016",48421.99,49113.13,49168.58,48298.79,276.76M,-1.41%
"Feb 22, 2016",49112.8,49149.66,49371.65,48940.76,218.67M,0.35%
"Feb 19, 2016",48940.43,49898.46,49898.46,48659.8,278.17M,-1.84%
"Feb 18, 2016",49857.7,50199.23,50434.36,49786.83,337.93M,-0.36%
"Feb 17, 2016",50039.31,49420.91,50166.13,49306.65,287.34M,1.32%
"Feb 16, 2016",49387.1,49844.08,50226.37,49377.24,216.31M,-0.93%
"Feb 15, 2016",49851.95,49074.31,49851.95,49074.31,250.06M,2.60%
"Feb 12, 2016",48589.69,47856.85,48838.02,47708.8,244.47M,2.48%
"Feb 11, 2016",47411.57,48071.45,48108.68,47275.3,289.82M,-1.78%
"Feb 10, 2016",48273.24,48324.33,48796.71,48063.35,257.21M,-0.15%
"Feb 09, 2016",48344.75,49116.75,49171.95,48231.82,283.46M,-2.19%
"Feb 08, 2016",49429.59,49626.18,49882.27,49170.12,227.73M,-0.65%
"Feb 05, 2016",49753.29,49631.92,49880.14,49231.25,237.37M,0.25%
"Feb 04, 2016",49627.53,49160.69,49744.81,49106.02,339.33M,2.25%
"Feb 03, 2016",48535.48,47753.66,48789.46,47725.76,254.24M,1.05%
"Feb 02, 2016",48029.24,48788.94,48953.65,47998.97,256.45M,-2.09%
"Feb 01, 2016",49055.54,49339.28,49508.16,48643.61,290.23M,-0.18%
"Jan 29, 2016",49141.94,48866.22,49320.31,48645.63,408.49M,0.90%
"Jan 28, 2016",48702.61,47894.47,49028.78,47894.47,303.23M,1.62%
"Jan 27, 2016",47923.92,47609.87,48029.82,47593.56,269.18M,0.82%
"Jan 26, 2016",47532.4,46806.77,47654.36,46582.05,292.63M,0.68%
"Jan 25, 2016",47210.42,47794.33,47960.9,47156.67,251.25M,-0.95%
"Jan 22, 2016",47661.87,46858.65,47674.08,46858.65,293.30M,2.98%
"Jan 21, 2016",46282.02,46377.39,46430.88,45975.78,280.98M,-0.10%
"Jan 20, 2016",46329.78,46741.53,46841.75,46093.27,285.03M,-2.73%
"Jan 19, 2016",47627.76,47377.05,47959.55,47377.05,248.79M,1.60%
"Jan 18, 2016",46876.62,47201.47,47567.86,46855.35,225.84M,-0.18%
"Jan 15, 2016",46960.37,47813.12,47872.83,46901.92,305.11M,-1.55%
"Jan 14, 2016",47697.53,47952.05,48142.4,47697.53,264.54M,-1.48%
"Jan 13, 2016",48412.8,48632.65,48787.87,48215.39,263.43M,0.03%
"Jan 12, 2016",48396.18,47998.1,48764.57,47883.86,306.36M,0.15%
"Jan 11, 2016",48322.68,47815.05,48596.3,47499.57,273.82M,0.45%
"Jan 08, 2016",48104.68,48410.85,48509.68,47923.76,205.34M,0.11%
"Jan 07, 2016",48052.78,48491.33,48491.33,47637.5,321.50M,-2.10%
"Jan 06, 2016",49082.29,49314.06,49330.14,48909.23,191.34M,-1.04%
"Jan 05, 2016",49599.72,49560.43,49793.19,49027.6,144.35M,0.57%
"Jan 04, 2016",49316.61,50275.72,50275.72,49265.41,149.20M,-2.72%
"Dec 31, 2015",50693.76,50887.39,51006.38,50603.23,54.36M,-0.22%
"Dec 30, 2015",50805.13,51018.85,51149.82,50777.29,89.15M,-0.31%
"Dec 29, 2015",50964.44,51249.63,51312.73,50789.47,102.62M,-0.44%
"Dec 28, 2015",51188.72,51221.2,51618.61,50655.41,72.15M,-0.26%
"Dec 24, 2015",51324.01,50589.75,51407.42,50589.75,54.48M,0.95%
"Dec 23, 2015",50839.81,49989.22,51004.45,49952.57,148.38M,2.13%
"Dec 22, 2015",49780.33,49146.22,49804.48,49140.77,153.82M,1.20%
"Dec 21, 2015",49189.99,48742.78,49311.06,48646.81,161.16M,0.97%
"Dec 18, 2015",48717.28,49453.22,49453.22,48703.72,375.34M,-1.99%
"Dec 17, 2015",49706.29,48965.48,49807.77,48965.48,661.82M,2.64%
"Dec 15, 2015",48428.77,48177.8,48559.68,47912.57,327.83M,0.72%
"Dec 14, 2015",48081.71,47518.39,49099.07,47493.13,407.64M,0.03%
"Dec 11, 2015",48067.53,49081.74,49196.27,47802.55,654.77M,-1.87%
"Dec 10, 2015",48984.53,49804.03,49804.03,48959.98,661.75M,-1.09%
"Dec 09, 2015",49523.56,49133.61,49545.73,49018.64,319.32M,0.90%
"Dec 08, 2015",49083.8,49344.74,49474.28,49010.47,291.04M,-1.56%
"Dec 07, 2015",49860.74,49505.51,50239.83,49505.51,255.82M,1.17%
"Dec 04, 2015",49284.49,49982.25,50014.62,49112.53,414.90M,-2.26%
"Dec 03, 2015",50424.89,51041.37,51041.37,50424.89,-,-1.44%
"Dec 02, 2015",51159.11,51689.53,51712.78,51070.89,-,-0.73%
"Dec 01, 2015",51535.82,51948.16,51973.74,51487.77,-,-0.14%
"Nov 30, 2015",51607.83,51620.97,51878.19,51523.11,-,-0.06%
"Nov 27, 2015",51637.28,52159.64,52159.64,51628.45,308.97M,-1.13%
"Nov 26, 2015",52229.92,51932.15,52386.11,51867.89,214.47M,0.61%
"Nov 25, 2015",51914.55,51895.53,52060.57,51629.53,235.10M,0.19%
"Nov 24, 2015",51817.84,52091.86,52193.64,51594.88,265.60M,-0.72%
"Nov 23, 2015",52195.98,52043.38,52232.7,51635.54,225.90M,-0.09%
"Nov 20, 2015",52240.58,52075.18,52515.24,51989.28,346.77M,0.24%
"Nov 19, 2015",52116.26,51861.22,52335.81,51861.22,240.17M,0.89%
"Nov 18, 2015",51654.54,51901.37,51979.15,51415.94,270.27M,-0.63%
"Nov 17, 2015",51981.65,51863.49,52259.83,51719.95,292.11M,0.84%
"Nov 16, 2015",51547.38,51054.24,51723.5,50989.15,-,0.68%
"Nov 13, 2015",51199.34,51728.91,51836.91,51185.6,298.38M,-1.65%
"Nov 12, 2015",52056.67,52772.98,52772.98,51967.7,240.60M,-1.02%
"Nov 11, 2015",52594.1,52658.72,52810.48,52382.2,239.06M,0.05%
"Nov 10, 2015",52565.5,53289.6,53289.6,52392.82,249.42M,-1.51%
"Nov 09, 2015",53371.23,53095.13,53371.23,53021.6,191.01M,0.77%
"Nov 06, 2015",52964.07,53898.81,53898.81,52755.53,204.92M,-2.05%
"Nov 05, 2015",54073.01,54402.74,54590.77,53872.43,271.82M,-0.98%
"Nov 04, 2015",54609.01,54246.73,54760.91,54246.73,322.34M,0.99%
"Nov 03, 2015",54076.07,54045.86,54095.43,53724.19,197.06M,0.40%
"Nov 02, 2015",53860.26,53599.63,53860.26,53451.11,183.49M,0.12%
"Oct 30, 2015",53793.74,53627.09,53863.28,53396.23,194.65M,0.73%
"Oct 29, 2015",53406.32,53616.69,53616.69,53137.62,198.01M,-0.65%
"Oct 28, 2015",53755.73,53627.27,53775.08,53463.86,186.60M,-0.03%
"Oct 27, 2015",53770.29,54034.56,54060.05,53624.77,199.82M,-0.70%
"Oct 26, 2015",54150.7,54072.58,54635.56,54010.44,194.15M,-0.27%
"Oct 23, 2015",54298.41,53516.03,54315.85,53477.75,202.82M,1.88%
"Oct 22, 2015",53293.97,52907.22,53534.49,52907.22,226.96M,0.56%
"Oct 21, 2015",52997.97,53011.13,53413.53,52735,206.79M,0.22%
"Oct 20, 2015",52880.16,52921,52921,52525.93,219.91M,-0.57%
"Oct 19, 2015",53184.07,52881.2,53184.07,52700.96,211.23M,0.45%
"Oct 16, 2015",52945.11,53184.2,53247.49,52945.11,258.25M,-0.04%
"Oct 15, 2015",52966.42,53211.59,53312.28,52901.27,191.54M,-0.17%
"Oct 14, 2015",53059.06,52970.01,53356.06,52731.69,175.33M,-0.01%
"Oct 13, 2015",53063.06,52736.25,53293.37,52662.97,205.19M,0.58%
"Oct 12, 2015",52757.6,53459.79,53561.54,52667.8,231.71M,-1.01%
"Oct 09, 2015",53295.64,53124.62,53626.62,52945.53,242.49M,1.08%
"Oct 08, 2015",52726.6,52467.8,52726.6,52416.03,199.20M,0.31%
"Oct 07, 2015",52565.42,52591.07,52733.43,52325.69,280.34M,0.95%
"Oct 06, 2015",52070.15,52013.95,52324.8,51814.24,266.83M,-0.00%
"Oct 05, 2015",52071.31,51596.9,52071.31,51388.38,195.90M,2.19%
"Oct 02, 2015",50955.89,50933.87,51217.03,50698,183.88M,0.87%
"Oct 01, 2015",50516.58,50522.4,50841.7,50418.03,250.86M,0.85%
"Sep 30, 2015",50088.86,49933.38,50155.09,49669.36,307.44M,1.43%
"Sep 29, 2015",49383.93,49227.41,49682.73,49066.78,209.89M,-0.22%
"Sep 28, 2015",49490.81,50419.98,50536.24,49402.79,171.49M,-1.67%
"Sep 25, 2015",50331.12,50470.01,50638.23,50263.47,182.55M,-0.10%
"Sep 23, 2015",50381.63,49714.09,50458.77,49714.09,204.26M,1.06%
"Sep 22, 2015",49853.09,50584.88,50584.88,49758.54,220.63M,-1.74%
"Sep 21, 2015",50737.14,50849.7,50928.66,50584.41,181.76M,-0.60%
"Sep 18, 2015",51044.58,51325.5,51331.84,50582.1,417.22M,-1.03%
"Sep 17, 2015",51573.57,51301.7,52019.11,51292.98,378.30M,1.07%
"Sep 16, 2015",51029.24,49946.72,51145.24,49934.52,258.25M,3.11%
"Sep 15, 2015",49491.68,49236.24,49491.68,48849.55,217.50M,0.25%
"Sep 14, 2015",49366.6,49187.79,49513.36,48982.55,222.82M,0.89%
"Sep 11, 2015",48930.64,49507.51,49507.51,48864.41,248.69M,-1.21%
"Sep 10, 2015",49528.13,49449.55,49647.62,49112.02,240.04M,1.02%
"Aug 21, 2015",49028.36,49074.67,49419.04,49000.14,265.56M,-1.47%
"Aug 20, 2015",49761.67,49808.91,49901.53,49376.7,279.72M,-0.76%
"Aug 19, 2015",50140.9,50806.65,50858.65,50056.25,227.62M,-1.64%
"Aug 18, 2015",50977.03,50795.2,50977.03,50405.22,222.87M,0.45%
"Aug 17, 2015",50751.1,51016.38,51159.91,50569.83,179.98M,-0.14%
"Aug 14, 2015",50821.18,51375.37,51531.15,50746.3,148.22M,-1.08%
"Aug 13, 2015",51375.44,51295.02,51557.93,51119.39,172.85M,1.59%
"Aug 12, 2015",50570.6,51695.84,51695.84,50570.6,223.51M,-3.16%
"Aug 11, 2015",52221.17,52496.84,52785.38,52197.77,208.10M,0.40%
"Aug 07, 2015",52014.96,52404.94,52603.01,52014.96,163.15M,-0.86%
"Aug 06, 2015",52464.59,52639.1,52691.67,52243.25,213.19M,-0.59%
"Aug 05, 2015",52774.21,52539.17,52930.56,52539.17,194.69M,0.64%
"Aug 04, 2015",52437.84,51604.58,52470.54,51516.61,203.46M,1.57%
"Aug 03, 2015",51629.67,51836.17,51949.63,51506.02,175.38M,-0.81%
"Jul 31, 2015",52053.27,51979.23,52110.7,51644.97,307.16M,0.54%
"Jul 30, 2015",51774.41,51658.96,51987.68,51599.48,279.30M,0.34%
"Jul 29, 2015",51598.54,51179,51624.73,50934.15,231.42M,1.66%
"Jul 28, 2015",50758.42,51366.74,51491.85,50657.38,226.02M,-1.06%
"Jul 27, 2015",51301.55,51339.29,51595.93,51046.25,195.45M,-0.11%
"Jul 24, 2015",51356.08,52041.07,52064.36,51356.08,275.24M,-1.69%
"Jul 23, 2015",52237.02,52153.04,52485.96,51991.91,192.31M,0.50%
"Jul 22, 2015",51977.56,52563.99,52563.99,51770.42,239.26M,-1.75%
"Jul 21, 2015",52901.42,53031.7,53231.02,52802.75,186.84M,-0.16%
"Jul 20, 2015",52988.32,52799.58,53060.86,52708.48,171.72M,0.50%
"Jul 17, 2015",52723.72,53068.53,53068.53,52723.72,173.10M,-0.24%
"Jul 16, 2015",52849.12,52665.06,52859.81,52476.9,241.53M,0.61%
"Jul 15, 2015",52531.13,52268.22,52595.78,52268.22,253.19M,0.81%
"Jul 14, 2015",52109.52,52579.9,52579.9,52041.03,161.29M,-0.70%
"Jul 13, 2015",52474.82,52187.69,52484.04,52004.36,210.22M,1.30%
"Jul 10, 2015",51800.7,51972.84,52002.33,51649.85,264.79M,0.68%
"Jul 09, 2015",51452.36,50662.62,51452.36,50662.62,228.20M,2.42%
"Jul 08, 2015",50235.76,49594,50235.76,49592.4,226.73M,0.48%
"Jul 07, 2015",49997.79,51269.04,51297.96,49978.11,232.37M,-2.69%
"Jul 06, 2015",51381.22,51031,51544.26,51031,139.76M,-1.13%
"Jul 03, 2015",51967.08,52145.35,52222.98,51854.67,100.41M,-0.48%
"Jul 02, 2015",52215.47,51965.51,52343.79,51844.52,188.74M,0.63%
"Jul 01, 2015",51888.04,51877.16,52142.1,51703.02,177.89M,0.16%
"Jun 30, 2015",51806.95,51891.99,52043.23,51566.03,216.34M,-0.37%
"Jun 29, 2015",51999.92,51663.71,52113.68,51543.1,154.72M,-1.27%
"Jun 26, 2015",52669.75,52679.34,52790.65,52418.58,151.90M,-0.35%
"Jun 25, 2015",52856.39,52526.62,53083.66,52476.77,262.74M,0.14%
"Jun 24, 2015",52783.85,52697.03,52966.77,52623.58,200.39M,0.36%
"Jun 23, 2015",52592,52346.82,52638.09,52311.02,227.47M,0.77%
"Jun 22, 2015",52189.32,51996.1,52281.16,51938.59,191.39M,0.74%
"Jun 19, 2015",51806.71,51990.4,52170.6,51737.42,322.62M,-0.18%
"Jun 18, 2015",51900.53,51597.76,51906.96,51292.47,509.79M,0.59%
"Jun 17, 2015",51595.66,51604.06,51845.33,51465.77,264.38M,0.58%
"Jun 15, 2015",51297.88,51620.35,51892.18,51270.93,149.07M,-1.02%
